	ID	SeqID	Batch	Country	Biological_status	Agrobotanical_type	PlantHeight_y2019	TechnicalLenght_y2019	InflorescenceLenght_y2019	TechnicalPartWeight_y2019	BoxesNumber_y2019	SeedNumber_y2019	AverageDiameter_y2019	NumberOfInternodes_y2019	DistanceBetweenInternodes_y2019	ElementalFiberAvLenght_y2019	Taperingness_y2019	Slenderness_y2019	FiberWeight_y2019	FiberContent_y2019	WeightOf1000Seeds_y2019	OilContent_y2019	FusoriumPerc_y2019	PlantHeight_y2020_1	TechnicalLenght_y2020_1	InflorescenceLenght_y2020_1	TechnicalPartWeight_y2020_1	BoxesNumber_y2020_1	SeedNumber_y2020_1	AverageDiameter_y2020_1	NumberOfInternodes_y2020_1	DistanceBetweenInternodes_y2020_1	ElementalFiberAvLenght_y2020_1	Taperingness_y2020_1	Slenderness_y2020_1	FiberWeight_y2020_1	FiberContent_y2020_1	WeightOf1000Seeds_y2020_1	OilContent_y2020_1	FusoriumPerc_y2020_1	PlantHeight_y2020_2	TechnicalLenght_y2020_2	InflorescenceLenght_y2020_2	TechnicalPartWeight_y2020_2	BoxesNumber_y2020_2	SeedNumber_y2020_2	AverageDiameter_y2020_2	NumberOfInternodes_y2020_2	DistanceBetweenInternodes_y2020_2	ElementalFiberAvLenght_y2020_2	Taperingness_y2020_2	Slenderness_y2020_2	FiberWeight_y2020_2	FiberContent_y2020_2
L346	Ru5592	L346	Big	Russia	breeding_line	intermediate_flax	65	44.2	20.8	492	10.6	47	1.7	41.2	10.7	13	252.5	0.4	77.2	15.8	6.03	41.95	37.5	66.75	45.75	21	330.75	9.75	52.5	1.39	44.25	10.38	12.66	332.3	0.39	79.5	24.28	5.4	42.1	0	64.33	45.67	18.67	356.67	6	37	1.4	50.33	9.08	11.76	314.69	0.55	76	21.39
L348	RuLeg6341	L348	Big	Russia	elite_cultivar	intermediate_flax	51.4	34.6	16.8	326	8	30.2	1.7	31.4	11.1	12.3	204.1	0.4	66.2	20.2	5.86	37.4	25	64.75	44.25	20.5	360.5	9.75	55.25	1.41	45.75	9.7	12.07	309.04	0.62	78	21.65	6.3	42.55	0	65.5	49.5	16	376.5	6.5	42.25	1.38	53.75	9.22	12.21	352.35	0.6	79	20.99
L349	Ru4739	L349	Big	Russia	breeding_line	intermediate_flax	61.8	41.6	20.2	386	9.2	39.8	1.5	35.4	11.7	13.4	261.6	0.4	72.8	18.7	4.7	37.7	50	44.5	29.17	15.33	183.83	5.5	15.25	1.32	29	10.1	10.8	213.98	0.44	42.33	23.04	6	37	83.3	43.8	27.6	16.2	210.4	5	19.75	1.41	30	9.22	10.13	199.09	0.65	45.2	21.55
L350	RuKub3935	L350	Big	Russia	elite_cultivar	intermediate_flax	71.7	51.2	20.5	555	10.2	57.8	1.6	43.8	11.7	14.4	299.8	0.5	100.3	18.3	4.51	37.9	0	74.5	55.17	19.33	489.83	9.83	85.25	1.5	59.5	9.33	12.95	352.81	0.53	115.33	24.26	6	37.8	7.3	56	38.67	17.33	288.67	6	20	1.27	40.33	9.58	11.3	288.45	0.38	65.33	22.45
L352	RuVor3052	L352	Big	Russia	elite_cultivar	intermediate_flax	59.5	36	23.5	412	11	59.8	1.7	34.8	10.4	12.1	202.9	0.4	77.3	18.4	5.02	40.15	0	74.17	54.67	19.5	433.17	9.5	96.75	1.42	58.17	9.44	12.9	370.76	0.4	107	24.78	5.8	38.7	0	69.67	55.5	14.17	373	7	70.5	1.26	58	9.58	12.91	424.6	0.62	91.33	24.45
L353	Ru1295	L353	Big	Russia	landrace	intermediate_flax	62	42	20	395	9.4	55.6	1.6	38.8	10.8	12.8	266.9	0.4	73.6	18.7	5.13	38.49	62.5	59.67	35.17	24.5	282.83	6.83	58.25	1.28	45.83	7.88	9.81	256.33	0.45	69.33	24.51	4.6	41.55	52.8	58.75	42.5	16.25	267	5.25	23.75	1.2	45.25	9.44	11.5	337.2	0.52	61	23.17
L354	Ru84	L354	Big	Russia	landrace	intermediate_flax	52.8	35	17.8	250	6.2	38.8	1.4	34	10.3	11.6	248.7	0.3	56.6	22.5	5.08	39.29	71.4	62	48	14	280.67	5	39.67	1.16	51	9.42	11.97	393.23	0.55	60	21.33	6.4	37.2	83.3	59.33	39.33	20	302	12.67	68.67	1.37	47	8.35	10.63	290.41	0.51	59.33	19.75
L361	Ua1404	L361	Big	Ukraine	landrace	intermediate_flax	60	40.7	19.3	333	5.5	36	1.4	40.7	10	11.9	288.7	0.4	63.3	19.6	3.81	38.04	25	62.33	44.83	17.5	340.5	8.5	64	1.42	50.5	8.9	11.58	323.11	0.69	83	24.79	5	38.15	16.7	64.2	44.2	20	396	10.2	64.5	1.49	48.6	9.09	11.72	303.12	0.61	84.8	21.51
L363	It3770	L363	Big	Italy	landrace	intermediate_flax	76.4	61.8	14.6	621	10	36.6	1.6	57.2	10.8	14.7	386.6	0.6	101.2	16.5	4.32	38.42	75	65	49.5	15.5	266.67	6	60.75	1.19	56.17	8.83	11.74	394.06	0.49	59	22.41	4.8	38	100	67.2	48	19.2	366.8	8	69	1.39	52.4	9.16	12.04	348.69	0.6	72.4	19.8
L364	Tr5094	L364	Big	Russia	breeding_line	intermediate_flax	55.7	36.3	19.3	257	7	39.3	1.3	35.3	10.4	11.6	277.2	0.4	49.7	19.3	4.32	38.11	0	70	56.2	13.8	403.4	8.4	41.5	1.34	56.2	10.01	13.36	406.58	0.64	94	23.65	4.4	37.45	8.3	67.4	56.6	10.8	372	6.2	46	1.22	61	9.28	12.76	442.98	0.63	81.6	22.69
L365	Tr5092	L365	Big	Russia	breeding_line	intermediate_flax	106.75	88.5	23.3	1109	7.5	49.8	1.9	84.3	10.5	17.3	483.5	0.8	237	21.2	4.16	39.23	50	63	48	15	229.67	6.33	41.67	1.13	48	10	12.35	400.29	0.54	63.33	27.62	4.8	37.1	0	61.75	43.75	18	322	7.25	44.75	1.38	47.75	9.17	11.62	325.59	0.38	64.5	20.05
L366	RoMad5208	L366	Big	Russia	elite_cultivar	intermediate_flax	56	34	22	335	22.4	72.6	1.6	36	9.5	11.1	205.3	0.4	81.2	24.4	4.62	38.91	87.5	NA	NA	17	NA	4.67	49.5	1.46	74.83	10.25	NA	506.43	0.75	NA	25.59	4.84	36.8	83.3	NA	NA	14.33	523	4.67	54.25	1.41	NA	10.43	NA	NA	0.6	123.33	23.58
L369	*UgoYar3002	L369	Big	Yugoslavia	breeding_line	intermediate_flax	56.5	38.5	18.5	290	8	48.5	1.4	36.8	10.5	12	270.3	0.4	56.7	19.8	4.83	38.6	100	50.33	34.5	15.83	207	6	37.75	1.24	35.33	9.79	11.02	274.12	0.51	58	28.02	5.2	37.5	100	59	40.25	18.75	289.5	8.75	39.25	1.34	42.25	9.53	11.49	308.23	0.54	59	20.45
L370	*UgoOzi3018	L370	Big	Yugoslavia	breeding_line	intermediate_flax	44.3	32.7	11.7	220	5.3	27.7	1.2	30.7	10.7	11.4	272.6	0.4	47.3	21.3	5.23	38.34	50	61.67	44.5	17.17	294.33	6.83	57.75	1.29	47.33	9.42	11.78	341.11	0.66	72	24.59	5.2	37.5	8.3	61.83	43.33	18.5	328	7.83	72	1.34	46.83	9.27	11.61	319.99	0.57	73.33	22.44
L374	InTMP6915	L374	Big	Canada	breeding_line	intermediate_flax	59	40.7	18.3	372	8.7	49.7	1.5	38.7	10.4	12.3	258.7	0.3	59.3	15.7	4.92	38.49	25	53.5	35.67	17.83	208.83	5.83	38	1.26	38	9.4	10.87	284.36	0.43	53.67	25.71	4.8	35.8	27.8	47.8	34	13.8	186.4	4.8	28	1.13	36	9.45	10.62	299.91	0.4	46	24.67
L376	EgBal3816	L376	Big	Egypt	breeding_line	large-seed_flax	63.8	41.8	22	454	14.8	77.7	1.6	40.3	10.4	12.6	258.3	0.4	74.8	16.4	5	38.29	50	59.5	42.5	17	275.17	6.5	40.75	1.3	42.67	10.1	12.05	337.5	0.6	57	21.69	4.8	35.4	33.3	58.67	42.33	16.33	314.67	7	28	1.41	47	8.98	11.38	315.39	0.61	60.67	19.36
L377	It1175	L377	Big	Italy	elite_cultivar	large-seed_flax	52.3	36.1	16.1	274	7.7	50.7	1.4	34.7	10.4	11.8	252.9	0.4	55.6	20.5	4.2	37.4	16.7	59.5	42	17.5	270.17	8	65.25	1.28	45	9.33	11.46	326.84	0.54	58.67	21.84	5.2	38.85	58.3	52	41.25	10.75	191	5.25	18.75	1.04	46.5	8.86	10.82	386.7	0.43	40	21.06
L378	ItSic407	L378	Big	Italy	elite_cultivar	large-seed_flax	58	30.6	27.4	410	12.4	55.2	1.8	29.8	10.3	11.6	169.8	0.3	71.2	18.1	5	36.4	25	62.17	42.17	20	327.33	13	118.25	1.42	48.83	8.62	11.13	287.15	0.48	81.33	25.02	4.8	34.2	22.2	52.17	35.5	16.67	231.67	7.33	56.75	1.26	42.17	8.43	10.19	288.89	0.53	55.33	23.95
L379	ArLin1034	L379	Big	Argentina	elite_cultivar	large-seed_flax	59.8	45.8	14	296	6.5	18.8	1.3	42.5	10.7	12.8	332.8	0.5	53.8	18.2	4.4	37.3	100	60.33	39.83	20.5	309.5	7.83	58	1.41	46.17	8.73	10.97	280.84	0.43	66	21.8	5.5	34.1	69.1	54.75	36.25	18.5	260	6	23	1.29	40.25	9.01	10.69	271.17	0.44	54.5	21.21
L380	ArLFl3316	L380	Big	Argentina	elite_cultivar	intermediate_flax	56	29.2	28.5	397	18.8	88.3	1.8	28.7	10.2	11.3	163.8	0.5	54.3	14	5	38.72	0	67	48.5	18.5	354.17	9.33	77	1.3	51.5	9.45	12.19	359.04	0.46	89	25.52	4.8	34.9	0	65.8	48.2	17.6	337.6	8.6	66.5	1.25	53.4	9.03	11.81	376.79	0.33	80	24.07
L387	EgGis1743	L387	Big	Egypt	breeding_line	crown_flax	59.8	29.6	30.2	467	19	85	1.9	35.6	8.4	10.3	157.7	0.5	68.8	14.9	6.6	40.25	0	61.17	43.5	17.67	312.33	9.67	103.75	1.35	49.17	8.87	11.35	315.98	0.43	73.67	23.72	4.4	37.7	11.1	57.4	38	19.4	255.2	8.2	68.5	1.23	43.6	8.71	10.6	307.53	0.42	52	20.43
L390	*AfrLin95	L390	Big	Africa	breeding_line	crown_flax	75	48	27	578	16	74.5	1.7	45	10.7	13.4	271.4	0.4	79	13.7	5	39.3	75	55.17	33.5	21.67	293.83	10.33	62	1.52	38.83	8.73	10.47	219.25	0.56	63.33	21.7	5.5	38.4	80.6	41	23	18	150	9	16	1.25	31	7.43	8.3	182.23	0.42	34	22.69
L391	Cn1556	L391	Big	China	landrace	crown_flax	69.7	32.3	37.3	785	25	45	2.5	29.3	11	12.9	141.9	0.4	75.7	10.8	4.8	38.25	75	69.2	50.6	18.6	369.4	8.2	59.25	1.39	54	9.39	12.44	347.8	0.57	82.8	22.53	4	36.1	100	60.67	45.67	15	275	5.33	25	1.2	51.5	8.89	11.42	353.63	0.46	70	25.5
L392	CnKra3744	L392	Big	China	breeding_line	crown_flax	62	36.3	25.7	292	13	61.7	1.5	34.7	10.5	11.9	249.7	0.2	49	16.8	4.6	39.9	62.5	60.17	39.67	20.5	343.5	12.17	106	1.47	44.33	9	11.2	275.42	0.58	77	23.06	4.4	36.7	100	51.75	37.75	14	190.5	5.5	31.5	1.01	44	8.58	10.25	373.86	0.38	42.5	22.52
L393	CnKar3749	L393	Big	China	breeding_line	crown_flax	56.7	29.3	27.3	329	14	83.3	1.5	33.3	8.9	10.2	187.2	0.4	44.3	13.1	5.04	38.9	85.7	59.17	42.17	17	236	7.33	44.25	1.24	41.5	10.21	12.05	347.88	0.54	53.33	26.2	4.8	36.9	66.7	59.5	41	18.5	229	4.75	23.75	1.14	46.5	8.84	10.88	349.11	0.35	50	21.8
L397	Ru3529	L397	Big	Russia	landrace	intermediate_flax	58	34.5	23.5	285	10.8	63.5	1.5	49.5	8.5	10.4	230.1	0.3	52	15.5	3.8	35.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.3	60	37.67	22.33	294.67	7.67	44	1.4	43.33	8.69	10.72	287.66	0.57	62	21.09
L398	Ar550	L398	Big	Argentina	landrace	crown_flax	52.2	27	25.2	226	10.4	51.2	1.4	28	9.8	10.5	195.3	0.3	38.4	17.1	4.8	38.11	12.5	64.5	47.5	17	281.25	6.25	58	1.2	48.25	9.85	12.27	403.26	0.53	72.5	26.92	4.8	36.7	16.7	67.75	51.5	16.25	403.5	8.25	51.75	1.38	57	9.03	12.27	364.49	0.57	99.5	24.88
L399	Kz432	L399	Big	Kazakhstan	landrace	crown_flax	61	31	30	269	7	11.5	1.5	31.5	9.8	10.9	233.1	0.3	30.5	11.45	5.6	39.6	100	49.17	30.67	18.5	200.67	6.5	33.75	1.32	30.17	10.18	11	232.2	0.43	43.67	22.27	6	39.45	100	47.75	28.25	19.5	209.5	6.75	19.75	1.28	34.25	8.25	9.39	225.6	0.47	122.5	NA
L451	RuYra1312	L451	Big	Russia	kryazh	fiber_flax	60.7	42.3	18.3	283	4.3	13.3	1.4	45	9.5	11.7	291.8	0.4	61.3	22.5	4	38.15	85.7	67	48.8	18.2	295	6.4	45.75	1.25	50.4	9.69	12.33	383.11	0.53	74.8	25.68	4.4	37.85	100	59	42.33	16.67	194.67	4.67	24	1.11	37.33	11.35	12.71	375.69	0.44	44.67	22.96
L452	Ru1982	L452	Big	Russia	kryazh	fiber_flax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.67	45.33	14.33	223	3.67	22.67	1.11	46.67	9.71	11.87	389.65	0.34	60.67	28.25	4.4	36.6	28.6	53.75	46.5	7.25	166	2.25	12.75	0.9	34	13.84	14.61	490.98	0.44	43.5	26.21
L453	Ru3965	L453	Big	Russia	landrace	fiber_flax	66.7	43.7	23	278	5.7	29	1.3	43.3	10.1	12.1	328	0.2	56	20.9	3.52	37.22	75	74.83	64	10.83	218.33	2.5	13	0.82	56.17	11.41	14.53	861.71	0.5	51	23.72	4.4	36.35	58.9	75.33	65	10.33	247	2.67	16	1.18	55	11.82	15.29	513.73	0.8	60	24.22
L454	Ru1807	L454	Big	Russia	breeding_line	fiber_flax	44.49	37.65	7.98	157.73	3.39	17.01	1.58	38.2	13.26	15.29	324.34	0.87	36.68	23.26	4.1	37.38	100	67	54	13	246.67	4	23.33	1.09	56	9.64	12.64	469.92	0.32	63.33	25.98	4.8	36.25	75	61.8	51.4	10.4	217.4	3	18.2	1	46.2	11.23	13.38	637.87	0.55	54.8	25.39
L455	Ru228	L455	Big	Russia	landrace	fiber_flax	67.8	50	17.8	395	6.5	34.8	1.4	50.3	10	12.9	325.8	0.4	81.8	20.7	4.47	39.21	57.1	70	54	16	320	5	35	1.25	56	9.64	12.8	415.38	0.45	86	26.88	4.8	38.65	36.1	65.2	55.6	9.6	175.2	2	12.75	0.78	47.6	11.68	13.87	781.36	0.52	44	25.89
L457	Ru267	L457	Big	Russia	landrace	fiber_flax	65.7	44	21.7	349	8	50.3	1.4	43	10.2	12.4	306.2	0.2	69.7	21.4	4.14	38.29	75	77.67	57.33	20.33	442	6.67	58.5	1.4	59.33	9.65	13.28	389.81	0.5	110	24.89	5	37.3	100	72.67	55.67	17	310.67	5	31	1.25	48	11.56	14.28	605.91	0.99	66	22.62
L646	AfRna4447	L646	Big	Afghanistan	breeding_line	intermediate_flax	61	31	30	269	7	11.5	1.5	31.5	9.8	10.9	233.1	0.3	30.5	11.45	5.6	39.6	16.7	51	34.33	16.67	198.5	4.33	23	1.15	37.33	9.23	10.53	296.91	0.49	51	26.02	6	36.1	0	57.5	37.5	20	325	7.5	46	1.42	44	8.51	10.6	276.99	0.7	58	18.2
L650	Cn194	L650	Big	China	landrace	crown_flax	58	30.5	28.8	285	12.3	68	1.5	31	9.9	11	200.7	0.3	43	15.43	5.6	40.5	87.5	62.83	41.67	21.17	277.5	8.67	77	1.29	44	9.47	11.54	323.24	0.46	61.67	23.08	5.6	36.9	100	48.25	31.75	16.5	224	6	24.5	1.33	38.75	8.2	9.74	245.92	0.64	41	18.06
L651	Cn196	L651	Big	China	landrace	crown_flax	59.6	34.2	25.4	389	17.2	71.6	1.6	31.6	10.8	12.1	213.1	0.4	62.4	16.33	5.94	40.6	75	56	38.5	17.5	264.67	8.33	56.5	1.3	41	9.41	11.2	310.19	0.49	59.67	23.15	6	41.8	91.7	57.25	36	21.25	272.5	8.25	38.75	1.28	41.75	8.63	10.4	283.01	0.47	57	21.05
